article_id,vertical,title,summary,url,source_name,source_type,published_date,time_window,classification_status,use_case_id,technology_id,classification_confidence,classification_evidence,ml_usefulness_probability,ml_keep_recommended,source_quality_prior,source_independence_group,source_role,date_quality_flag,signal_type,signal_confidence,orange_relevance,orange_relevance_confidence,orange_fit_basis,orange_relevance_rationale,event_key,event_key_method,enrichment_method,enrichment_status,review_status,auto_positive_groups,auto_negative_groups,auto_matched_terms,auto_signal_terms,signal_points,is_urgent_signal,scoring_exclusion_reason
32327,"Finance, Banking, Insurance",Standardization of Insurance Product Representation - Stanford Law School,,https://news.google.com/rss/articles/CBMikgFBVV95cUxPTWY5b1laTGg5VXluQXRtUF9qWEZJa1FhUm5FZjhDem1udWVGb3RZSnZ4eV85NHlUZkpjY2JEbGRRRXFFSXpqbDllNEVmR1NxbUtSTHBTS0FxaF9TbTY1NVV1blA5Tk1rZC1IQVNOOWN1a0FUbS05WHZMZXNiSEFZNkNaN2N3ODZIWFJaODEzR1RGQQ?oc=5,Stanford Law School,gnews,2021-11-09T08:00:00+00:00,5y_ago,needs_review,compliance-monitoring,blockchain-distributed-ledger,0.3,"The article discusses the standardization of insurance product representation, which loosely relates to regulatory compliance and shared standards, potentially enabled by distributed ledger technology, but the summary lacks specific details to make a definitive classification.",,,0.45,source_type:gnews,secondary_media,valid_past,regulation,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cloud_edge, business_trigger; regulation signal detected.",https://news.google.com/rss/articles/CBMikgFBVV95cUxPTWY5b1laTGg5VXluQXRtUF9qWEZJa1FhUm5FZjhDem1udWVGb3RZSnZ4eV85NHlUZkpjY2JEbGRRRXFFSXpqbDllNEVmR1NxbUtSTHBTS0FxaF9TbTY1NVV1blA5Tk1rZC1IQVNOOWN1a0FUbS05WHZMZXNiSEFZNkNaN2N3ODZIWFJaODEzR1RGQQ?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; business_trigger,,cloud_edge:edge; business_trigger:compliance,regulatory,4,True,taxonomy_not_classified
43135,Healthcare,"Maintenance of Specialist Cardio, Respiratory and Physiology Systems and Medical Training Equipment","Buyer: Regional Business Services Organisation Procurement and Logistics Service | Stage: award,contract",https://www.find-tender.service.gov.uk/Notice/079976-2026,UK Find a Tender,ocds_uk,2026-08-21T14:33:37+01:00,recent,needs_review,predictive-maintenance,,0.3,"The article title mentions 'Maintenance of Specialist Cardio, Respiratory and Physiology Systems', which relates to equipment maintenance, but it is a contract award notice rather than detailing a predictive or data-driven approach.",0.8887419700622559,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://www.find-tender.service.gov.uk/Notice/079976-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement; business_trigger:contract,procurement; contract award,4,True,incomplete_taxonomy;taxonomy_not_classified
4920,Healthcare,Poland – Endoscopes – Zakup toru wizyjnego wraz z zestawem endoskopów na potrzeby Działu Diagnostyki i Terapii Gastroenterologicznej w Świętokrzyskim Centrum Onkologii w Kielcach,Buyer: ['Świętokrzyskie Centrum Onkologii Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kielcach'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/578911-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,automated-inspection-defect-detection,computer-vision,0.4,"The article mentions the procurement of a 'vision track' (toru wizyjnego) and endoscopes for a Gastroenterological Diagnostics and Therapy Department, which conceptually aligns with visual inspection and computer vision technologies, though the text is primarily a brief procurement notice rather than detailing a deployed AI use case.",0.24552340805530548,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/578911-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:ai; data_ai:computer vision; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
4983,Healthcare,"Poland – Repair and maintenance services of medical and precision equipment – Usługa wykonywania pogwarancyjnych przeglądów technicznych, diagnostyk i napraw analizatorów, automatycznych liczników leukocytów, foteli do pobierania krwi, hemoglobinometrów, łaźni wodnych, mikroskopów oraz pH-metrów w Terenowych Stacjach i Zespole Medycznym w Wojskowym Centrum Krwiodawstwa i Krwiolecznictwa SPZOZ.",Buyer: ['WOJSKOWE CENTRUM KRWIODAWSTWA I KRWIOLECZNICTWA SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/581078-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article mentions 'Repair and maintenance services of medical and precision equipment' and 'diagnostics and repairs', which broadly falls under equipment maintenance, though it is a procurement notice for services rather than a data-driven predictive maintenance implementation.",0.8888786435127258,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581078-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
4986,Healthcare,Poland – Network equipment – „Zakup urządzeń sieciowych do połączenia CPD”,Buyer: ['Narodowy Fundusz Zdrowia'] | Country: POL | Notice type: can-standard | Value: 799038,https://ted.europa.eu/bg/notice/-/detail/581169-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,network-optimization,connectivity-5g,0.4,"The article mentions the procurement of 'urządzeń sieciowych' (network equipment) for a connection, which loosely aligns with network optimization and connectivity technologies, though it lacks specific detail on optimization or 5G.",0.3856988847255707,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581169-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:5g; connectivity:connectivity; connectivity:network; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
5044,Healthcare,Spain – Diagnostics and radiodiagnostic devices and supplies – Suministro de material implantable para el Servicio de Radiología Vascular e Intervencionismo del Hospital Universitario Miguel de Zaragoza,Buyer: ['Gerencia Sector Sanitario de Zaragoza 2'] | Country: ESP | Notice type: can-modif,https://ted.europa.eu/bg/notice/-/detail/580241-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,diagnostic-support,,0.4,"The article mentions 'Diagnostics and radiodiagnostic devices' and 'Radiología Vascular e Intervencionismo' in a healthcare setting, which loosely aligns with diagnostic support, but it is primarily a procurement notice for implantable material rather than a data-driven diagnostic solution.",0.6193428635597229,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/580241-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:plant; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5133,Healthcare,Poland – Repair and maintenance services of medical equipment – Świadczenie pogwarancyjnej obsługi serwisowej tomografów komputerowych będących na wyposażeniu Wojewódzkiego Szpitala Zespolonego w Kielcach,Buyer: ['Wojewódzki Szpital Zespolony w Kielcach'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/578370-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article concerns repair and maintenance services for medical equipment (CT scanners) in a hospital, which broadly aligns with the maintenance domain, though it is a procurement notice for standard warranty service rather than predictive analytics.",0.8525588512420654,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/578370-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:analytics; data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47374,Healthcare,Italy – Biomedical equipment – PROC_APERTA_EMORECUPERO_REV_2,Buyer: ['FONDAZIONE IRCCS POL SAN MATTEO PAVIA'] | Country: ITA | Notice type: can-standard | Value: 399366,https://ted.europa.eu/bg/notice/-/detail/549242-2025,TED,ted,2025-08-22T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Biomedical equipment' in a healthcare context, which could imply maintenance, but the text is primarily a procurement notice lacking specific details on use case or technology application.",0.07323593646287918,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/549242-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47386,Healthcare,"Poland – Repair and maintenance services of medical and surgical equipment – „Usługi serwisowe (przeglądy i naprawy) sprzętu i aparatury medycznej znajdującej się na wyposażeniu SZOZnMiD - (przeglądy, konserwacja i naprawy pogwarancyjne aparatury medycznej) cz.VI”",Buyer: ['SPECJALISTYCZNY ZESPÓŁ OPIEKI ZDROWOTNEJ NAD MATKĄ I DZIECKIEM W POZNANIU'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/549692-2025,TED,ted,2025-08-22T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions repair and maintenance services for medical and surgical equipment, which loosely aligns with the concept of equipment maintenance, though it describes a procurement notice for standard services rather than predictive analytics or sensor data.",0.73012375831604,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/549692-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:analytics; data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
19276,Healthcare,"Poland – Construction work – Wymiana posadzki pod robota medycznego da Vinci w sali operacyjnej, na 3 piętrze pawilonu ""PG"" Państwowego Instytutu Medycznego MSWiA",Buyer: ['Państwowy Instytut Medyczny Ministerstwa Spraw Wewnętrznych i Administracji'] | Country: POL | Notice type: can-standard | Value: 90334.24,https://ted.europa.eu/bg/notice/-/detail/545889-2025,TED,ted,2025-08-21T00:00:00+00:00,,needs_review,,industrial-robotics,0.4,"The article mentions 'robota medycznego da Vinci' (da Vinci medical robot), which is a physical robotic system used in operations, fitting the 'Industrial Robotics' definition of physical robots performing tasks, though the article itself is just a procurement notice for floor replacement to accommodate it.",0.08967126905918121,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/545889-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:industrial; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
42446,Healthcare,NAMS WITHIN INTEGRATED SAFETY & EFFICACY EVALUATION OF CHEMICALS AND PHARMACEUTICALS,The vision of the NAMWISE project is to provide a supporting framework to pave a scientifically substantiated way towards a paradigm-shift in (eco)toxicology that will not rely on in vivo data. To fulfil its vision the project will leverage the acquired knowledge on New...,https://cordis.europa.eu/project/id/101191595,CORDIS,cordis,2024-12-01T00:00:00+00:00,recent,needs_review,compliance-monitoring,,0.4,"The project aims to provide a framework for safety and efficacy evaluation of chemicals and pharmaceuticals, shifting away from in vivo data, which loosely aligns with regulatory compliance monitoring, though it focuses on methodology rather than operational monitoring. No specific technology from the taxonomy is explicitly mentioned.",0.7666873335838318,1,0.8,source_type:cordis,primary_institutional,valid_past,regulation,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cloud_edge, business_trigger; regulation signal detected.",https://cordis.europa.eu/project/id/101191595,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; business_trigger,,cloud_edge:edge; business_trigger:compliance,regulatory,4,True,incomplete_taxonomy;taxonomy_not_classified
47407,Healthcare,Bulgaria-Haskovo: Repair and maintenance services of medical and precision equipment,Buyer: ['МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ХАСКОВО АД'] | Country: BGR | Notice type: cn-standard | Value: 127640,https://ted.europa.eu/bg/notice/-/detail/429169-2021,TED,ted,2021-08-24T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Repair and maintenance services of medical and precision equipment', which loosely relates to maintenance, but it is a procurement notice rather than describing a data-driven predictive maintenance solution.",0.5702475309371948,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/429169-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47410,Healthcare,Italy-Chivasso: Repair and maintenance services of firefighting equipment,Buyer: ['AZIENDA SANITARIA LOCALE TO4'] | Country: ITA | Notice type: cn-standard | Value: 2250000,https://ted.europa.eu/bg/notice/-/detail/429034-2021,TED,ted,2021-08-24T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Repair and maintenance services of firefighting equipment', which loosely relates to maintenance, but it is a procurement notice for services rather than describing a predictive maintenance use case or any specific technology.",0.4426882565021515,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/429034-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
43920,Lifesciences,BWC - Edge Medical Ltd - Spinal Surgical consumables,"Buyer: Birmingham Women's and Children's NHS Foundation Trust | Stage: award,contract",https://www.find-tender.service.gov.uk/Notice/079788-2026,UK Find a Tender,ocds_uk,2026-08-21T10:35:21+01:00,recent,needs_review,,edge-computing,0.1,"The article title mentions 'Edge Medical Ltd', which is likely a company name rather than a reference to edge computing technology. The article is a contract award for spinal surgical consumables and contains no information about business use cases or technologies.",0.08124803751707077,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cloud_edge, business_trigger; buying_signal signal detected.",https://www.find-tender.service.gov.uk/Notice/079788-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; business_trigger,,cloud_edge:edge; business_trigger:contract,contract award,4,True,incomplete_taxonomy;taxonomy_not_classified
35076,Lifesciences,OECD Paper Compares Regulatory Environments for Biotechnology and Biosolutions between the EU and United States - Bergeson & Campbell,,https://news.google.com/rss/articles/CBMizwFBVV95cUxNV3RTMjh3TFY0NXNpSU1xQlN0ZG9lQk5URFpwS28zbWJkU3hXb3MxT29sS09QOWN4c3Y0cEtaN3Y3LS05dWZNV3I1YTloVzRDM1k2dFV2VFUwQ2lYNGthbkFUT2F0OGVnYkh0bnI0bUloV2xFZFdEMDlBOUhIYlhQaUtBNl9STWdrZVFvR0x2MktIRWdfM2gtbndKTS1RQVhIMUJ5RXEzd1N4Y0ROZzNpN3NSUzRGdjVIeHk1N2VRZ09WbnROeTNnNHlGcUdHY28?oc=5,Bergeson & Campbell,gnews,2026-02-04T08:00:00+00:00,1y_ago,needs_review,compliance-monitoring,,0.4,"The article discusses comparing regulatory environments for biotechnology, which loosely relates to compliance monitoring, but it focuses on policy comparison rather than a specific technological implementation or automated monitoring system. No specific technology from the taxonomy is mentioned.",,,0.45,source_type:gnews,secondary_media,valid_past,regulation,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, business_trigger; regulation signal detected.",https://news.google.com/rss/articles/CBMizwFBVV95cUxNV3RTMjh3TFY0NXNpSU1xQlN0ZG9lQk5URFpwS28zbWJkU3hXb3MxT29sS09QOWN4c3Y0cEtaN3Y3LS05dWZNV3I1YTloVzRDM1k2dFV2VFUwQ2lYNGthbkFUT2F0OGVnYkh0bnI0bUloV2xFZFdEMDlBOUhIYlhQaUtBNl9STWdrZVFvR0x2MktIRWdfM2gtbndKTS1RQVhIMUJ5RXEzd1N4Y0ROZzNpN3NSUzRGdjVIeHk1N2VRZ09WbnROeTNnNHlGcUdHY28?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:iot; business_trigger:compliance,regulatory,4,True,incomplete_taxonomy;taxonomy_not_classified
25710,Lifesciences,AV’s UES Awarded $75 Million Task Order Extending Contract to Advance Biotechnology and Smart Materials for the U.S. Air Force - AeroVironment,,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQMm9ZRk1sSUF5MmtEZWtoU2k2Wk5zdmJaSDcwN2lHV2RRaHdHSEM2ZmUtc1VIQjZRNi16azRsLVQ0UFVxckltNEkycGhJU0NBYUpUSWthRkVKZVR0a1JLb0tNMGxaZUNONFlNTjE4NnVFVUkwLUJTdHk5T1pLTm5nbXZ0ZnlydHhhYXVZMkYtbHNZTHpYNHlXaW5TdnZ1STFBSkdpZDNwWnJQbkpZb2xVem5aLXZoMWNHRHFQNUp5VWFVWmFXVkp4WDByLWtOOFU2UW8wWW0wcUJ4YlJsTWZpUlQxeDRPbVdfUHV3eWd3?oc=5,AeroVironment,gnews,2026-01-28T08:00:00+00:00,1y_ago,needs_review,,autonomous-vehicles-drones,0.4,"AeroVironment is a prominent manufacturer of unmanned aerial systems/drones, which loosely aligns with autonomous vehicles/drones, but the article specifically focuses on biotechnology and smart materials research for the Air Force, making a strong technology match difficult.",,,0.45,source_type:gnews,secondary_media,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, industrial_operations, business_trigger; buying_signal signal detected.",https://news.google.com/rss/articles/CBMi7gFBVV95cUxQMm9ZRk1sSUF5MmtEZWtoU2k2Wk5zdmJaSDcwN2lHV2RRaHdHSEM2ZmUtc1VIQjZRNi16azRsLVQ0UFVxckltNEkycGhJU0NBYUpUSWthRkVKZVR0a1JLb0tNMGxaZUNONFlNTjE4NnVFVUkwLUJTdHk5T1pLTm5nbXZ0ZnlydHhhYXVZMkYtbHNZTHpYNHlXaW5TdnZ1STFBSkdpZDNwWnJQbkpZb2xVem5aLXZoMWNHRHFQNUp5VWFVWmFXVkp4WDByLWtOOFU2UW8wWW0wcUJ4YlJsTWZpUlQxeDRPbVdfUHV3eWd3?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; industrial_operations; business_trigger,,connectivity:iot; industrial_operations:manufactur; business_trigger:contract,awarded,4,True,incomplete_taxonomy;taxonomy_not_classified
11735,Lifesciences,"Norway – Laboratory, optical and precision equipments (excl. glasses) – 1105601 UiO Life Sciences user equipment. K936.02 Live Cell Imaging and Analysis",Buyer: ['STATSBYGG'] | Country: NOR | Notice type: veat,https://ted.europa.eu/bg/notice/-/detail/579757-2025,TED,ted,2025-09-05T00:00:00+00:00,,needs_review,automated-inspection-defect-detection,computer-vision,0.3,"The article mentions 'Live Cell Imaging and Analysis' equipment for life sciences, which broadly involves visual analysis and imaging. However, it is a procurement notice for lab equipment rather than a deployed AI use case for defect detection.",0.37797290086746216,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/579757-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:ai; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
11757,Lifesciences,"France – Test and evaluation – Prestations de contrôle, de maintenance, de renouvellement et de création des points d'eau d'incendie",Buyer: ['Ville de Noisy-le-Sec'] | Country: FRA | Notice type: can-standard | Value: 400000,https://ted.europa.eu/bg/notice/-/detail/581467-2025,TED,ted,2025-09-05T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'maintenance' of fire hydrants, but it is a procurement notice for services rather than describing a predictive or data-driven solution, making a precise match weak.",0.5753218531608582,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581467-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
43967,Lifesciences,RAF 007/2526 Monitoring and Evaluation call-off contract,Buyer: Department for Energy Security & Net Zero | Value: 1000000 GBP | Stage: tender,https://www.find-tender.service.gov.uk/Notice/050879-2025,UK Find a Tender,ocds_uk,2025-08-22T13:07:51+01:00,1y_ago,needs_review,environmental-emissions-monitoring,,0.4,"The buyer is the Department for Energy Security & Net Zero, and the contract is for Monitoring and Evaluation, which loosely aligns with environmental/emissions monitoring, but the summary lacks specific details on technology or exact use case to confirm a strong match.",0.9745817184448242,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cybersecurity, business_trigger; buying_signal signal detected.",https://www.find-tender.service.gov.uk/Notice/050879-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity; business_trigger,,cybersecurity:security; business_trigger:tender; business_trigger:contract,tender,4,True,incomplete_taxonomy;taxonomy_not_classified
44000,Lifesciences,"FS430790 Imported Food Sampling, Analysis and Reporting",Buyer: The Food Standards Agency | Stage: tender,https://www.find-tender.service.gov.uk/Notice/020736-2021,UK Find a Tender,ocds_uk,2021-08-23T22:45:05+01:00,5y_ago,needs_review,compliance-monitoring,,0.4,"The article mentions 'Imported Food Sampling, Analysis and Reporting' by the Food Standards Agency, which loosely aligns with verifying operations against regulatory rules, but the brief tender notice lacks specific detail on automation or technology.",0.5625479221343994,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,regulation,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, business_trigger; regulation signal detected.",https://www.find-tender.service.gov.uk/Notice/020736-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:automation; business_trigger:tender; business_trigger:compliance,regulatory,4,True,incomplete_taxonomy;taxonomy_not_classified
43314,Manufacturing,"For Fully Comprehensive Maintenance of passenger, goods, bed and platform lifts across two sites",Buyer: HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST | Value: 235000 GBP | Stage: tender,https://www.find-tender.service.gov.uk/Notice/080013-2026,UK Find a Tender,ocds_uk,2026-08-21T15:14:45+01:00,recent,needs_review,predictive-maintenance,,0.3,"The article is a tender for comprehensive maintenance services for lifts, which broadly falls under the maintenance domain. However, it does not explicitly mention anticipating failures from operational or sensor data (predictive-maintenance), nor does it mention any specific enabling technology.",0.7775059342384338,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://www.find-tender.service.gov.uk/Notice/080013-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:tender,tender,4,True,incomplete_taxonomy;taxonomy_not_classified
43316,Manufacturing,33kV Substation SCADA Supply,Buyer: UK Atomic Energy Authority | Value: 400000 GBP | Stage: planning,https://www.find-tender.service.gov.uk/Notice/079948-2026,UK Find a Tender,ocds_uk,2026-08-21T14:01:59+01:00,recent,needs_review,,iot-platforms,0.4,"The article mentions a 'SCADA Supply' for a substation. SCADA (Supervisory Control and Data Acquisition) systems are used to monitor and control industrial infrastructure, which aligns broadly with IoT platforms managing sensor and device networks, though the brief notice lacks detail for a high-confidence match.",0.4053018093109131,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,market_move,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, industrial_operations; market_move signal detected.",https://www.find-tender.service.gov.uk/Notice/079948-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; industrial_operations,,connectivity:network; connectivity:iot; industrial_operations:industrial,acquisition,3,True,incomplete_taxonomy;taxonomy_not_classified
2212,Manufacturing,Germany – Apparatus for measuring radiation – Supply and maintenance of Radiation Portal Monitoring System,"Buyer: ['European Commission, DG JRC - Joint Research Centre'] | Country: DEU | Notice type: cn-standard | Value: 250000",https://ted.europa.eu/bg/notice/-/detail/578382-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,environmental-emissions-monitoring,,0.4,"The article describes the supply and maintenance of an apparatus for measuring radiation (Radiation Portal Monitoring System), which aligns with measuring environmental impact, emissions, or pollution, though it is a specific physical monitoring procurement rather than a data-driven use case.",0.8834128975868225,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/578382-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
