article_id,vertical,title,summary,url,source_name,source_type,published_date,time_window,classification_status,use_case_id,technology_id,classification_confidence,classification_evidence,ml_usefulness_probability,ml_keep_recommended,source_quality_prior,source_independence_group,source_role,date_quality_flag,signal_type,signal_confidence,orange_relevance,orange_relevance_confidence,orange_fit_basis,orange_relevance_rationale,event_key,event_key_method,enrichment_method,enrichment_status,review_status,auto_positive_groups,auto_negative_groups,auto_matched_terms,auto_signal_terms,signal_points,is_urgent_signal,opportunity_id
40504,"Finance, Banking, Insurance",Close Up: Your ID is Your Face,"In the age of artificial intelligence, identifying anyone in public space through facial recognition is becoming faster and easier. However, the technologies are not without flaws. Recent studies have shown that the technologies are prone to gender and skin-colour biases, and...",https://cordis.europa.eu/project/id/895978,CORDIS,cordis,2020-09-01T00:00:00+00:00,5y_ago,classified,kyc-aml-automation,computer-vision,0.7,"Article discusses facial recognition for identifying people, which aligns with identity verification (KYC) in the Finance/Banking vertical, and relies on computer vision technology.",0.9942852854728699,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/895978,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:artificial intelligence; data_ai:computer vision; data_ai:automation,,1,False,"Finance, Banking, Insurance | kyc-aml-automation | computer-vision"
40508,"Finance, Banking, Insurance",CREATing cOmmunity eneRgy Systems,"CREATORS enables local initiators to create and operate advanced Community Energy Systems (CES) by supporting technical, financial and social processes.With the sector moving beyond inventor-lead pilots, local CES initiators lack the capacity for high-quality simulation...",https://cordis.europa.eu/project/id/957815,CORDIS,cordis,2020-09-01T00:00:00+00:00,5y_ago,classified,energy-optimization,digital-twin,0.7,"The article discusses Community Energy Systems (CES) and mentions 'high-quality simulation', which aligns with energy optimization and the use of digital twins for simulating energy processes.",0.7909252047538757,1,0.8,source_type:cordis,primary_institutional,valid_past,proof_signal,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: data_ai, business_trigger",https://cordis.europa.eu/project/id/957815,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:digital twin; business_trigger:pilot,pilot,3,False,"Finance, Banking, Insurance | energy-optimization | digital-twin"
4981,Healthcare,Poland – Servers – Rozbudowa środowiska serwerowego wysokiej dostępności wraz z środowiskiem odzyskiwania danych oraz działania zwiększające poziom cyberbezpieczeństwa Szpitala,Buyer: ['Szpital Powiatowy im. dr Tytusa Chałubińskiego w Zakopanem'] | Country: POL | Notice type: can-standard | Value: 3782597.78,https://ted.europa.eu/bg/notice/-/detail/581033-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,compliance-monitoring,cybersecurity-platform,0.7,"The article mentions increasing the level of cybersecurity ('działania zwiększające poziom cyberbezpieczeństwa') for a hospital, which aligns with compliance monitoring in healthcare and cybersecurity platforms.",0.8953655958175659,1,0.9,source_type:ted,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: cybersecurity, business_trigger",https://ted.europa.eu/bg/notice/-/detail/581033-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity; business_trigger,,cybersecurity:cyber; cybersecurity:security; business_trigger:compliance,,1,False,Healthcare | compliance-monitoring | cybersecurity-platform
5022,Healthcare,"Germany – IT services: consulting, software development, Internet and support – IT-Angriffserkennungssysteme",Buyer: ['Kaufmännische Krankenkasse - KKH'] | Country: DEU | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/578821-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,anomaly-detection,cybersecurity-platform,0.7,"The title mentions 'IT-Angriffserkennungssysteme' (IT attack detection systems), which aligns with anomaly detection for cybersecurity threats and cybersecurity platform tooling.",0.38756659626960754,1,0.9,source_type:ted,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: cybersecurity,https://ted.europa.eu/bg/notice/-/detail/578821-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity,,cybersecurity:cyber; cybersecurity:security,,1,False,Healthcare | anomaly-detection | cybersecurity-platform
5058,Healthcare,Romania – Hygiene monitoring and testing equipment – Furnizare Sistem digital de monitorizare a igienei mainilor pentru prevenirea infectiilor nozocomiale si a consumului de solutii asociate,Buyer: ['Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca'] | Country: ROU | Notice type: cn-standard | Value: 23737190.07,https://ted.europa.eu/bg/notice/-/detail/578506-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,compliance-monitoring,iot-platforms,0.6,"The article mentions a 'digital system for monitoring hand hygiene to prevent nosocomial infections', which aligns with continuously verifying operations against health/safety rules (compliance-monitoring) and likely involves sensor networks (iot-platforms) to track hygiene compliance.",0.9128690958023071,1,0.9,source_type:ted,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, business_trigger",https://ted.europa.eu/bg/notice/-/detail/578506-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:network; connectivity:iot; business_trigger:compliance,,1,False,Healthcare | compliance-monitoring | iot-platforms
640,Healthcare,R1 drills down on AI prior authorizations with Humata buy,"<figure><div><img src=""https://imgproxy.divecdn.com/JrV-zPGrKX6g24aX8aWTrCA5W3-MEfLuhCTT_sIBFXw/g:ce/rs:fill:1600:900:1/Z3M6Ly9kaXZlc2l0ZS1zdG9yYWdlL2RpdmVpbWFnZS9HZXR0eUltYWdlcy0yMjMzMzc1OTI3LmpwZw==.webp"" /></div></figure><p>The revenue cycle company wants to automate claims processing, and R1 is banking that Humata&rsquo;s track record of streamlining medical preapprovals should help further that goal.</p>",https://www.healthcaredive.com/news/r1-drills-down-on-ai-prior-authorizations-with-humata-buy/828382/,Healthcare Dive,rss,2026-08-20T14:39:46+00:00,,classified,document-processing-extraction,machine-learning,0.85,"The article discusses R1's acquisition of Humata to automate claims processing and streamline medical preapprovals (prior authorizations), which involves extracting and structuring information from claims and forms.",,,0.55,source_type:rss,secondary_media,valid_past,market_move,medium,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://www.healthcaredive.com/news/r1-drills-down-on-ai-prior-authorizations-with-humata-buy/828382/,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:ai,acquisition,3,True,Healthcare | document-processing-extraction | machine-learning
26631,Healthcare,A scoping review of silent trials for medical artificial intelligence - Nature,,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5xaDJSTzVaMUk3Sk5ha2NRZ3BOVE5aUEh2RXVzRkRSb0stbzU2UXI1Vm1WOXBkanM4bzIzYTNlQ2tMaVYxX09fU1lqTHZzYVZTNE5kV2gyYVhoNW40c3pj?oc=5,Nature,gnews,2026-02-16T08:00:00+00:00,1y_ago,classified,diagnostic-support,machine-learning,0.7,"The article is a scoping review of 'silent trials' for medical artificial intelligence in healthcare, which broadly encompasses AI/ML models assisting in clinical diagnosis and decision-making (diagnostic support), with machine learning being the foundational technology.",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5xaDJSTzVaMUk3Sk5ha2NRZ3BOVE5aUEh2RXVzRkRSb0stbzU2UXI1Vm1WOXBkanM4bzIzYTNlQ2tMaVYxX09fU1lqTHZzYVZTNE5kV2gyYVhoNW40c3pj?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:artificial intelligence; data_ai:machine learning,,1,False,Healthcare | diagnostic-support | machine-learning
26581,Healthcare,Real-Time Hospital Bed Capacity Data Can Save Lives - Centers for Disease Control and Prevention | CDC (.gov),,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQQzZxakE1dnYwNy1VR1FjbThrNHh6XzM5bnpDSHZTaDQ0Y2RBZ3hiYU56ZnFCQy1pNy1wY0lZYkh3QTVzQ3hqVmJRSHZrU2ZSSS1yZUcxU2hGY1ZIbjlZZmFIbkZLZWdkVEZ5bGtMNkQ3VXRCOERTNERPaVktNm4xQTAzUTJFSHB1clZtZFUzeHJLUGxycjdFQmNoNUF0VVhXZWhqRm9XUzV5eGpOU0Q5dWMxeWFlczNQMU5r?oc=5,Centers for Disease Control and Prevention | CDC (.gov),gnews,2026-01-13T08:00:00+00:00,1y_ago,classified,network-optimization,iot-platforms,0.6,"The article discusses tracking real-time hospital bed capacity, which aligns with optimizing capacity and coverage of a healthcare network. IoT platforms are relevant for collecting real-time operational data from hospital facilities.",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQQzZxakE1dnYwNy1VR1FjbThrNHh6XzM5bnpDSHZTaDQ0Y2RBZ3hiYU56ZnFCQy1pNy1wY0lZYkh3QTVzQ3hqVmJRSHZrU2ZSSS1yZUcxU2hGY1ZIbjlZZmFIbkZLZWdkVEZ5bGtMNkQ3VXRCOERTNERPaVktNm4xQTAzUTJFSHB1clZtZFUzeHJLUGxycjdFQmNoNUF0VVhXZWhqRm9XUzV5eGpOU0Q5dWMxeWFlczNQMU5r?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:network; connectivity:iot,,1,False,Healthcare | network-optimization | iot-platforms
12470,Healthcare,Italy – Surgical tracking and tracing systems – Acquisto robot chirurgico e relativo materiale di consumo,Buyer: ['IRCCS Istituto Tumori “Giovanni Paolo II”'] | Country: ITA | Notice type: cn-standard | Value: 6812602,https://ted.europa.eu/bg/notice/-/detail/579721-2025,TED,ted,2025-09-05T00:00:00+00:00,,classified,asset-tracking,industrial-robotics,0.7,"The article explicitly mentions 'Surgical tracking and tracing systems' which aligns with asset tracking, and the purchase of a 'robot chirurgico' (surgical robot) aligns with industrial/physical robotics.",0.9469706416130066,1,0.9,source_type:ted,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: industrial_operations,https://ted.europa.eu/bg/notice/-/detail/579721-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations,,industrial_operations:industrial,,1,False,Healthcare | asset-tracking | industrial-robotics
43216,Healthcare,Preliminary Market Engagement for: Electronic Ticketing Machines (ETMs) and Automatic Vehicle Locators (AVLs),Buyer: West Yorkshire Combined Authority | Stage: planning,https://www.find-tender.service.gov.uk/Notice/050968-2025,UK Find a Tender,ocds_uk,2025-08-22T15:30:28+01:00,1y_ago,classified,asset-tracking,iot-platforms,0.75,"The article mentions Automatic Vehicle Locators (AVLs), which are used for locating and monitoring the status of physical assets (vehicles), fitting asset-tracking. AVLs rely on IoT platforms and sensor networks to transmit location data, fitting iot-platforms.",0.8235104084014893,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.find-tender.service.gov.uk/Notice/050968-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:network; connectivity:iot,,1,False,Healthcare | asset-tracking | iot-platforms
19229,Healthcare,Switzerland – Network infrastructure – Ersatzbeschaffung Internet-Firewall,Buyer: ['Kantonsspital Winterthur - Supply Chain Management'] | Country: CHE | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/545493-2025,TED,ted,2025-08-21T00:00:00+00:00,,classified,compliance-monitoring,cybersecurity-platform,0.6,"The article mentions the procurement of an Internet Firewall for a hospital's network infrastructure, which is a security tooling used to continuously verify and protect operations against unauthorized access.",0.4377764165401459,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, cybersecurity, industrial_operations, business_trigger",https://ted.europa.eu/bg/notice/-/detail/545493-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cybersecurity; industrial_operations; business_trigger,,connectivity:network; cybersecurity:cyber; cybersecurity:security; industrial_operations:supply chain; business_trigger:procurement; business_trigger:compliance,procurement,4,True,Healthcare | compliance-monitoring | cybersecurity-platform
42419,Healthcare,Climate change and air contamination: Artificial Intelligence applied on the correlation between air pollutants and non-communicable respiratory diseases in Europe,"The ClimAIr project will expand the evidence-based understanding of climate change, air pollution, and non-communicable respiratory diseases by using Artificial Intelligence (AI) tools. It will gather data on greenhouse gases levels and disaster risks, information on serious...",https://cordis.europa.eu/project/id/101156799,CORDIS,cordis,2025-01-01T00:00:00+00:00,recent,classified,environmental-emissions-monitoring,machine-learning,0.75,"The project uses AI tools to gather data on greenhouse gases and correlate air pollutants with respiratory diseases, fitting environmental/emissions monitoring and machine learning.",0.9990473389625549,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/101156799,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:artificial intelligence; data_ai:ai; data_ai:machine learning,,1,False,Healthcare | environmental-emissions-monitoring | machine-learning
42466,Healthcare,"Prediction, Monitoring and Personalized Recommendations for Prevention and Relief of Dementia and Frailty","COMFORTAGE is a joint effort of medical experts (i.e., neurologists, psychiatrists, neuropsychologists, nurses, memory clinics), social scientists and humanists, technical experts (i.e., data scientists, AI experts, robotic experts) and Digital Innovation Hubs to establish a...",https://cordis.europa.eu/project/id/101137301,CORDIS,cordis,2024-01-01T00:00:00+00:00,recent,classified,personalized-recommendations,machine-learning,0.8,"The title explicitly mentions 'Personalized Recommendations' for prevention and relief, and the summary references 'AI experts' and 'data scientists', which aligns with machine learning technology.",0.9198668599128723,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/101137301,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:ai; data_ai:machine learning,,1,False,Healthcare | personalized-recommendations | machine-learning
26679,Healthcare,Federated learning and differential privacy for medical image analysis - Nature,,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1UX3ROQTVhS0NBRkhoS1ZpWUF6U1laSkdad1B6c2lacHFjOGk2NEdvZXZVdGViYkJjLURHaDBOSkd3WGRLRkFDYWlZdmlEeWVQYWd5N3VNYXhFMHlnbHBJ?oc=5,Nature,gnews,2022-02-04T08:00:00+00:00,5y_ago,classified,automated-inspection-defect-detection,machine-learning,0.7,"Article discusses medical image analysis, which aligns with automated visual inspection/detection for clinical diagnosis. The focus on federated learning and differential privacy indicates the use of machine learning models trained on data for prediction/classification.",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1UX3ROQTVhS0NBRkhoS1ZpWUF6U1laSkdad1B6c2lacHFjOGk2NEdvZXZVdGViYkJjLURHaDBOSkd3WGRLRkFDYWlZdmlEeWVQYWd5N3VNYXhFMHlnbHBJ?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:machine learning,,1,False,Healthcare | automated-inspection-defect-detection | machine-learning
26705,Healthcare,Playbook for Threat Modeling Medical Devices - The MITRE Corporation,,https://news.google.com/rss/articles/CBMikgFBVV95cUxPVlMxanZWbUtKcmtSSUR3Z1g2T2lLQUJWZ2o3UUtlWF9fTUt5M0E5UnFBMUJRQzNvckFPTHBuVmdQbVBSN2tKTnVXNUJHNWh0UDZCa2JPNzNNYWZZQmhPdmRWanpmN3VPemJLUFFSV3RBOUs1M0dBcDJDVDdKb25YbVN3djM3REtNUmxYZTdoMkhOZw?oc=5,The MITRE Corporation,gnews,2021-11-30T08:00:00+00:00,5y_ago,classified,compliance-monitoring,cybersecurity-platform,0.85,"The article is a playbook for threat modeling medical devices, which involves continuously verifying device operations against security rules and regulatory standards (compliance-monitoring) and utilizes security tooling to protect systems (cybersecurity-platform).",,,0.45,source_type:gnews,secondary_media,valid_past,regulation,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: cybersecurity, business_trigger",https://news.google.com/rss/articles/CBMikgFBVV95cUxPVlMxanZWbUtKcmtSSUR3Z1g2T2lLQUJWZ2o3UUtlWF9fTUt5M0E5UnFBMUJRQzNvckFPTHBuVmdQbVBSN2tKTnVXNUJHNWh0UDZCa2JPNzNNYWZZQmhPdmRWanpmN3VPemJLUFFSV3RBOUs1M0dBcDJDVDdKb25YbVN3djM3REtNUmxYZTdoMkhOZw?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity; business_trigger,,cybersecurity:cyber; cybersecurity:security; business_trigger:compliance,regulatory,4,True,Healthcare | compliance-monitoring | cybersecurity-platform
42573,Healthcare,Psychiatric Ratings using Intermediate Stratified Markers 2,The current nosology of neuropsychiatric disorders provides a pragmatic approach to diagnosis and treatment choice but lacks reference to quantitative biological underpinnings of disease. This weakness impedes innovative drug development. To test whether a quantitative...,https://cordis.europa.eu/project/id/101034377,CORDIS,cordis,2021-06-01T00:00:00+00:00,5y_ago,classified,diagnostic-support,machine-learning,0.6,"The article discusses developing quantitative biological markers for psychiatric diagnosis to improve treatment choice and drug development, which aligns with diagnostic support. Machine learning is inferred as the likely technology for modeling these quantitative stratification markers, though not explicitly named.",0.9557556509971619,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/101034377,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:machine learning,,1,False,Healthcare | diagnostic-support | machine-learning
42587,Healthcare,JIU-JITSU WITH MISINFORMATION IN THE AGE OF COVID: USING REFUTATION-BASED LEARNING TO ENHANCE VACCINE UPTAKE AND KNOWLEDGE AMONG HEALTHCARE PROFESSIONALS AND THE PUBLIC,"Vaccine hesitancy—the delay or refusal of vaccination without medical indication—has been cited as a serious threat to global health by the World Health Organization (WHO), attributing it to misinformation on the internet. The WHO has also identified Health Care...",https://cordis.europa.eu/project/id/964728,CORDIS,cordis,2021-04-01T00:00:00+00:00,5y_ago,classified,sentiment-analysis,natural-language-processing,0.6,The article focuses on combating COVID-19 vaccine misinformation on the internet using refutation-based learning. This involves analyzing and understanding text-based misinformation (NLP) and extracting opinions/stance (sentiment analysis).,0.9620433449745178,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: cloud_edge,https://cordis.europa.eu/project/id/964728,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge,,cloud_edge:edge,,1,False,Healthcare | sentiment-analysis | natural-language-processing
42591,Healthcare,"An intersectoral innovative solution involving DIGItal tools, empowering families and integrating community CARE services for the prevention and management of type 2 diabetes and hypertension","DigiCare4You Consortium will jointly work with local stakeholders to deliver an intersectoral innovation involving digital tools for early screening, prevention and management of type 2 diabetes (T2D) and hypertension (HTN). An implementation study will be conducted, targeting...",https://cordis.europa.eu/project/id/945246,CORDIS,cordis,2021-04-01T00:00:00+00:00,5y_ago,classified,diagnostic-support,iot-platforms,0.6,"The article mentions 'digital tools for early screening, prevention and management of type 2 diabetes and hypertension', which aligns with diagnostic support. The technology mapping to IoT platforms is inferred from typical digital health screening tools, though not explicitly detailed in the summary.",0.7167307138442993,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://cordis.europa.eu/project/id/945246,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Healthcare | diagnostic-support | iot-platforms
42596,Healthcare,Multidisciplinary Expert System for the Assessment & Management of Complex Brain Disorders,"The Multidisciplinary Expert System for the Assessment & Management of Complex Brain Disorders (MES-CoBraD) is an interdisciplinary project combining Real-World Data (RWD) from multiple clinical and consumer sources through comprehensive, cost-efficient, and fast protocols...",https://cordis.europa.eu/project/id/965422,CORDIS,cordis,2021-04-01T00:00:00+00:00,5y_ago,classified,diagnostic-support,machine-learning,0.8,"The project is an 'Expert System for the Assessment & Management of Complex Brain Disorders' in Healthcare, which aligns with diagnostic support. The use of an 'Expert System' combining 'Real-World Data' from multiple sources implies the use of machine learning for data-driven clinical insight.",0.981714129447937,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/965422,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:machine learning,,1,False,Healthcare | diagnostic-support | machine-learning
43936,Lifesciences,(09 SF&NM) DC25-19 - Development of Prototype Pond Monitoring System,Buyer: Nuclear Decommissioing Authority | Value: 300000 GBP | Stage: award,https://www.contractsfinder.service.gov.uk/Notice/f0789ed4-54a3-4aa4-a8fa-b0f6b0884a1e,UK Contracts Finder,ocds_uk,2026-08-21T11:16:34+01:00,recent,classified,environmental-emissions-monitoring,iot-platforms,0.6,"The article describes a 'Pond Monitoring System' for the Nuclear Decommissioning Authority, which aligns with environmental monitoring of ponds/water, likely utilizing sensor networks (IoT) to track conditions.",0.985270082950592,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.contractsfinder.service.gov.uk/Notice/f0789ed4-54a3-4aa4-a8fa-b0f6b0884a1e,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:network; connectivity:iot,,1,False,Lifesciences | environmental-emissions-monitoring | iot-platforms
3951,Lifesciences,Ireland – Information technology services – DPS for the provision of Managed ICT Security Services,Buyer: ['Asiera CLG'] | Country: IRL | Notice type: can-standard | Value: 100000,https://ted.europa.eu/bg/notice/-/detail/578795-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,anomaly-detection,cybersecurity-platform,0.7,"The article is a tender for Managed ICT Security Services, which directly aligns with cybersecurity platforms, while the detection of cybersecurity threats falls under anomaly detection.",0.6447014808654785,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: cybersecurity, business_trigger",https://ted.europa.eu/bg/notice/-/detail/578795-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity; business_trigger,,cybersecurity:cyber; cybersecurity:security; business_trigger:tender,tender,4,True,Lifesciences | anomaly-detection | cybersecurity-platform
25796,Lifesciences,A knowledge graph to interpret clinical proteomics data - Nature,,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBCbXNGdnFKVFk5SllWZjBLc3Ztbm1zNnhQaTZndmVrejJsSW55dUhWRVFsZzBEZXJvbDNMZFFCckVtT1l2RTVraXFfTllMcFVwREpRaUQ5TTcxd2FlbWR3?oc=5,Nature,gnews,2022-01-31T08:00:00+00:00,5y_ago,classified,diagnostic-support,cloud-data-platform,0.6,"The article discusses a knowledge graph for interpreting clinical proteomics data, which aligns with diagnostic support in lifesciences. The knowledge graph serves as a structured data infrastructure for integrating and analyzing data, fitting a cloud data platform context.",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: cloud_edge,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBCbXNGdnFKVFk5SllWZjBLc3Ztbm1zNnhQaTZndmVrejJsSW55dUhWRVFsZzBEZXJvbDNMZFFCckVtT1l2RTVraXFfTllMcFVwREpRaUQ5TTcxd2FlbWR3?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge,,cloud_edge:cloud; cloud_edge:edge; cloud_edge:data platform,,1,False,Lifesciences | diagnostic-support | cloud-data-platform
35282,Lifesciences,IoT as Non-Pharmaceutical Interventions for the Safety of Living Environments in COVID-19 Pandemic Age - Frontiers,,https://news.google.com/rss/articles/CBMimAFBVV95cUxQdER3LWtzVzFEMUwxeFA4ajVxTnNkeF95VG02MGRXbjlBa1NYSkpLQW9SbFlWYlFYVEZBVGwyR2hIVE1iWEpmRk5SS3g1S1RWRlUtN0w2ZHNmSXZ4OFFfMmxwOExvVzhnRkViRVg3MkdDTWhNZmE0dFkxbUhFRUtSbFFheUpBLUJpdkRfRXZJb2FNMlhNbVFBWg?oc=5,Frontiers,gnews,2021-12-16T08:00:00+00:00,5y_ago,classified,compliance-monitoring,iot-platforms,0.5,"The article discusses IoT applied as a non-pharmaceutical intervention for the safety of living environments, which aligns with monitoring environments against health/safety rules (compliance-monitoring) and utilizes networks of sensors/devices (iot-platforms).",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, business_trigger",https://news.google.com/rss/articles/CBMimAFBVV95cUxQdER3LWtzVzFEMUwxeFA4ajVxTnNkeF95VG02MGRXbjlBa1NYSkpLQW9SbFlWYlFYVEZBVGwyR2hIVE1iWEpmRk5SS3g1S1RWRlUtN0w2ZHNmSXZ4OFFfMmxwOExvVzhnRkViRVg3MkdDTWhNZmE0dFkxbUhFRUtSbFFheUpBLUJpdkRfRXZJb2FNMlhNbVFBWg?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:network; connectivity:iot; business_trigger:compliance,,1,False,Lifesciences | compliance-monitoring | iot-platforms
44043,Lifesciences,DHSC: NHSX - AI Health and Care Award - Technology Specific Evaluation-MLCSU(2),Buyer: Department of Health and Social Care | Value: 748383.04 GBP | Stage: award,https://www.contractsfinder.service.gov.uk/Notice/61074d5a-8029-4be9-bf97-862b59bd190c,UK Contracts Finder,ocds_uk,2021-08-23T10:17:01+01:00,5y_ago,classified,diagnostic-support,machine-learning,0.6,"The article references the 'AI Health and Care Award' within the Lifesciences vertical and NHS context, which strongly implies the use of AI/ML for clinical diagnostic support, though the brief summary lacks specific details on the exact application.",0.7272635102272034,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://www.contractsfinder.service.gov.uk/Notice/61074d5a-8029-4be9-bf97-862b59bd190c,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:ai,,1,False,Lifesciences | diagnostic-support | machine-learning
41738,Lifesciences,Plasma epigenomics: A new liquid biopsy paradigm,"Genomic DNA is packaged by histone proteins that carry a multitude of post-translational modifications, which reflect cellular transcriptional states. When cells die, fragmented chromatin retaining histone modifications is released to the circulation. Recently, we pioneered...",https://cordis.europa.eu/project/id/101019560,CORDIS,cordis,2021-08-01T00:00:00+00:00,5y_ago,classified,diagnostic-support,machine-learning,0.6,"The article discusses a 'liquid biopsy paradigm' using plasma epigenomics, which aligns with clinical diagnostic support. Inferring cellular states from circulating fragmented chromatin modifications typically relies on machine learning for pattern recognition, though the specific analytical method is not detailed in the snippet.",0.557421088218689,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/101019560,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:machine learning,,1,False,Lifesciences | diagnostic-support | machine-learning
