source_space_id,vertical,use_case_id,use_case_label,technology_id,technology_label,article_count,avg_client_relevance,linked_article_ids,first_seen_at,last_updated_at
13,"Finance, Banking, Insurance",business-forecasting,Business forecasting,machine-learning,Machine Learning,1,,35,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
389,"Finance, Banking, Insurance",business-forecasting,Business forecasting,generative-ai-llms,Generative AI / LLMs,1,,40323,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
52,"Finance, Banking, Insurance",compliance-monitoring,Compliance monitoring,computer-vision,Computer Vision,1,,2883,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
396,"Finance, Banking, Insurance",compliance-monitoring,Compliance monitoring,edge-computing,Edge Computing,1,,40374,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
398,"Finance, Banking, Insurance",compliance-monitoring,Compliance monitoring,machine-learning,Machine Learning,1,,40385,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
824,"Finance, Banking, Insurance",diagnostic-support,Diagnostic support,machine-learning,Machine Learning,1,,55194,2026-08-23T19:55:43.412400,2026-08-23T19:55:43.412400
190,"Finance, Banking, Insurance",document-processing-extraction,Document processing / extraction,generative-ai-llms,Generative AI / LLMs,1,,32426,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
404,"Finance, Banking, Insurance",energy-optimization,Energy optimization,machine-learning,Machine Learning,1,,40485,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
405,"Finance, Banking, Insurance",energy-optimization,Energy optimization,cloud-data-platform,Cloud Data Platform,1,,40491,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
406,"Finance, Banking, Insurance",energy-optimization,Energy optimization,iot-platforms,IoT Platforms,1,,40500,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
408,"Finance, Banking, Insurance",energy-optimization,Energy optimization,digital-twin,Digital Twin,1,,40508,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
15,"Finance, Banking, Insurance",environmental-emissions-monitoring,Environmental/emissions monitoring,machine-learning,Machine Learning,1,,63,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
388,"Finance, Banking, Insurance",environmental-emissions-monitoring,Environmental/emissions monitoring,digital-twin,Digital Twin,1,,40319,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
189,"Finance, Banking, Insurance",fraud-detection,Fraud detection,machine-learning,Machine Learning,1,,32419,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
184,"Finance, Banking, Insurance",it-operations-automation,IT operations automation,generative-ai-llms,Generative AI / LLMs,1,,31935,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
17,"Finance, Banking, Insurance",kyc-aml-automation,KYC/AML automation,machine-learning,Machine Learning,1,,76,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
187,"Finance, Banking, Insurance",kyc-aml-automation,KYC/AML automation,blockchain-distributed-ledger,Blockchain / Distributed Ledger,1,,32381,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
401,"Finance, Banking, Insurance",kyc-aml-automation,KYC/AML automation,cloud-data-platform,Cloud Data Platform,1,,40390,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
407,"Finance, Banking, Insurance",kyc-aml-automation,KYC/AML automation,computer-vision,Computer Vision,1,,40504,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
403,"Finance, Banking, Insurance",network-optimization,Network optimization,connectivity-5g,5G Connectivity,1,,40397,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
14,"Finance, Banking, Insurance",personalized-recommendations,Personalized recommendations,machine-learning,Machine Learning,1,,59,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
20,"Finance, Banking, Insurance",personalized-recommendations,Personalized recommendations,generative-ai-llms,Generative AI / LLMs,1,,182,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
391,"Finance, Banking, Insurance",precision-agriculture,Precision agriculture,cloud-data-platform,Cloud Data Platform,1,,40345,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
393,"Finance, Banking, Insurance",predictive-maintenance,Predictive maintenance,iot-platforms,IoT Platforms,1,,40352,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
186,"Finance, Banking, Insurance",risk-scoring,Risk scoring,cybersecurity-platform,Cybersecurity Platform,1,,32265,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
188,"Finance, Banking, Insurance",risk-scoring,Risk scoring,cloud-data-platform,Cloud Data Platform,1,,32387,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
392,"Finance, Banking, Insurance",risk-scoring,Risk scoring,digital-twin,Digital Twin,1,,40346,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
397,"Finance, Banking, Insurance",route-optimization,Route optimization,connectivity-5g,5G Connectivity,1,,40378,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
129,Healthcare,anomaly-detection,Anomaly detection,cybersecurity-platform,Cybersecurity Platform,1,,5022,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
135,Healthcare,asset-tracking,Asset tracking,industrial-robotics,Industrial Robotics,1,,12470,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
493,Healthcare,asset-tracking,Asset tracking,rfid-asset-tagging,RFID / Asset Tagging,1,,42557,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
509,Healthcare,asset-tracking,Asset tracking,iot-platforms,IoT Platforms,1,,43216,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
163,Healthcare,automated-inspection-defect-detection,Automated inspection / defect detection,machine-learning,Machine Learning,1,,26679,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
497,Healthcare,automated-inspection-defect-detection,Automated inspection / defect detection,computer-vision,Computer Vision,1,,42590,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
165,Healthcare,business-forecasting,Business forecasting,machine-learning,Machine Learning,1,,26707,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
130,Healthcare,compliance-monitoring,Compliance monitoring,iot-platforms,IoT Platforms,1,,5058,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
490,Healthcare,compliance-monitoring,Compliance monitoring,cloud-data-platform,Cloud Data Platform,1,,42462,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
164,Healthcare,diagnostic-support,Diagnostic support,reinforcement-learning,Reinforcement Learning,1,,26703,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
488,Healthcare,diagnostic-support,Diagnostic support,computer-vision,Computer Vision,1,,42400,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
494,Healthcare,diagnostic-support,Diagnostic support,cloud-data-platform,Cloud Data Platform,1,,42564,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
45,Healthcare,document-processing-extraction,Document processing / extraction,machine-learning,Machine Learning,1,,640,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
492,Healthcare,energy-optimization,Energy optimization,digital-twin,Digital Twin,1,,42477,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
162,Healthcare,network-optimization,Network optimization,iot-platforms,IoT Platforms,1,,26581,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
491,Healthcare,personalized-recommendations,Personalized recommendations,machine-learning,Machine Learning,1,,42466,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
496,Healthcare,sentiment-analysis,Sentiment analysis,natural-language-processing,Natural Language Processing,1,,42587,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
63,Lifesciences,anomaly-detection,Anomaly detection,cybersecurity-platform,Cybersecurity Platform,1,,3951,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
458,Lifesciences,anomaly-detection,Anomaly detection,generative-ai-llms,Generative AI / LLMs,1,,41506,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
207,Lifesciences,compliance-monitoring,Compliance monitoring,iot-platforms,IoT Platforms,1,,35282,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
149,Lifesciences,diagnostic-support,Diagnostic support,cloud-data-platform,Cloud Data Platform,1,,25796,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
139,Lifesciences,environmental-emissions-monitoring,Environmental/emissions monitoring,computer-vision,Computer Vision,1,,18259,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
515,Lifesciences,environmental-emissions-monitoring,Environmental/emissions monitoring,iot-platforms,IoT Platforms,1,,43936,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
461,Lifesciences,inventory-optimization,Inventory optimization,digital-twin,Digital Twin,1,,41684,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
462,Lifesciences,precision-agriculture,Precision agriculture,machine-learning,Machine Learning,1,,41695,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
459,Lifesciences,production-scheduling,Production scheduling,digital-twin,Digital Twin,1,,41596,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
460,Lifesciences,risk-scoring,Risk scoring,machine-learning,Machine Learning,1,,41600,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
179,Manufacturing,anomaly-detection,Anomaly detection,cybersecurity-platform,Cybersecurity Platform,1,,30680,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
358,Manufacturing,asset-tracking,Asset tracking,machine-learning,Machine Learning,1,,39425,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
510,Manufacturing,asset-tracking,Asset tracking,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,43325,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
351,Manufacturing,automated-inspection-defect-detection,Automated inspection / defect detection,industrial-robotics,Industrial Robotics,1,,39373,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
354,Manufacturing,automated-inspection-defect-detection,Automated inspection / defect detection,computer-vision,Computer Vision,1,,39382,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
356,Manufacturing,compliance-monitoring,Compliance monitoring,generative-ai-llms,Generative AI / LLMs,1,,39388,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
352,Manufacturing,energy-optimization,Energy optimization,digital-twin,Digital Twin,1,,39376,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
353,Manufacturing,energy-optimization,Energy optimization,generative-ai-llms,Generative AI / LLMs,1,,39377,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
357,Manufacturing,energy-optimization,Energy optimization,machine-learning,Machine Learning,1,,39390,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
355,Manufacturing,environmental-emissions-monitoring,Environmental/emissions monitoring,cloud-data-platform,Cloud Data Platform,1,,39387,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
511,Manufacturing,environmental-emissions-monitoring,Environmental/emissions monitoring,iot-platforms,IoT Platforms,1,,43365,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
49,Manufacturing,network-optimization,Network optimization,iot-platforms,IoT Platforms,1,,2257,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
50,Manufacturing,precision-agriculture,Precision agriculture,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,2294,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
10,Manufacturing,predictive-maintenance,Predictive maintenance,machine-learning,Machine Learning,1,,10,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
8,Manufacturing,production-scheduling,Production scheduling,machine-learning,Machine Learning,1,,1,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
481,Media & Entertainment,asset-tracking,Asset tracking,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,42205,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
67,Media & Entertainment,compliance-monitoring,Compliance monitoring,cybersecurity-platform,Cybersecurity Platform,1,,4762,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
43,Media & Entertainment,customer-segmentation,Customer segmentation,cloud-data-platform,Cloud Data Platform,1,,615,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
484,Media & Entertainment,energy-optimization,Energy optimization,connectivity-5g,5G Connectivity,1,,42340,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
157,Media & Entertainment,personalized-recommendations,Personalized recommendations,connectivity-5g,5G Connectivity,1,,26357,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
483,Media & Entertainment,personalized-recommendations,Personalized recommendations,ar-vr-platforms,AR/VR Platforms,1,,42232,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
485,Media & Entertainment,personalized-recommendations,Personalized recommendations,machine-learning,Machine Learning,1,,42364,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
482,Media & Entertainment,predictive-maintenance,Predictive maintenance,digital-twin,Digital Twin,1,,42214,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
160,Media & Entertainment,sentiment-analysis,Sentiment analysis,generative-ai-llms,Generative AI / LLMs,1,,26428,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
505,Natural Resources,automated-inspection-defect-detection,Automated inspection / defect detection,rfid-asset-tagging,RFID / Asset Tagging,1,,42808,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
506,Natural Resources,automated-inspection-defect-detection,Automated inspection / defect detection,computer-vision,Computer Vision,1,,42822,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
508,Natural Resources,energy-optimization,Energy optimization,iot-platforms,IoT Platforms,1,,42857,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
499,Natural Resources,environmental-emissions-monitoring,Environmental/emissions monitoring,digital-twin,Digital Twin,1,,42634,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
504,Natural Resources,environmental-emissions-monitoring,Environmental/emissions monitoring,machine-learning,Machine Learning,1,,42801,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
507,Natural Resources,environmental-emissions-monitoring,Environmental/emissions monitoring,cloud-data-platform,Cloud Data Platform,1,,42825,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
166,Natural Resources,it-operations-automation,IT operations automation,generative-ai-llms,Generative AI / LLMs,1,,26794,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
500,Natural Resources,precision-agriculture,Precision agriculture,machine-learning,Machine Learning,1,,42644,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
501,Natural Resources,precision-agriculture,Precision agriculture,cloud-data-platform,Cloud Data Platform,1,,42647,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
502,Natural Resources,precision-agriculture,Precision agriculture,iot-platforms,IoT Platforms,1,,42648,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
503,Natural Resources,precision-agriculture,Precision agriculture,digital-twin,Digital Twin,1,,42651,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
136,Natural Resources,predictive-maintenance,Predictive maintenance,iot-platforms,IoT Platforms,1,,15983,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
27,Public/Gov sector,anomaly-detection,Anomaly detection,generative-ai-llms,Generative AI / LLMs,1,,302,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
417,Public/Gov sector,anomaly-detection,Anomaly detection,computer-vision,Computer Vision,1,,40704,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
418,Public/Gov sector,anomaly-detection,Anomaly detection,iot-platforms,IoT Platforms,1,,40705,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
25,Public/Gov sector,asset-tracking,Asset tracking,iot-platforms,IoT Platforms,1,,286,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
191,Public/Gov sector,asset-tracking,Asset tracking,blockchain-distributed-ledger,Blockchain / Distributed Ledger,1,,32853,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
420,Public/Gov sector,automated-inspection-defect-detection,Automated inspection / defect detection,computer-vision,Computer Vision,1,,40708,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
412,Public/Gov sector,compliance-monitoring,Compliance monitoring,natural-language-processing,Natural Language Processing,1,,40524,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
419,Public/Gov sector,compliance-monitoring,Compliance monitoring,iot-platforms,IoT Platforms,1,,40706,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
421,Public/Gov sector,compliance-monitoring,Compliance monitoring,machine-learning,Machine Learning,1,,40710,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
21,Public/Gov sector,document-processing-extraction,Document processing / extraction,cloud-data-platform,Cloud Data Platform,1,,260,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
22,Public/Gov sector,document-processing-extraction,Document processing / extraction,machine-learning,Machine Learning,1,,268,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
192,Public/Gov sector,document-processing-extraction,Document processing / extraction,e-invoicing-peppol-integration,E-invoicing / Peppol Integration,1,,33010,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
409,Public/Gov sector,environmental-emissions-monitoring,Environmental/emissions monitoring,cloud-data-platform,Cloud Data Platform,1,,40509,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
410,Public/Gov sector,environmental-emissions-monitoring,Environmental/emissions monitoring,digital-twin,Digital Twin,1,,40514,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
414,Public/Gov sector,environmental-emissions-monitoring,Environmental/emissions monitoring,machine-learning,Machine Learning,1,,40613,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
512,Public/Gov sector,environmental-emissions-monitoring,Environmental/emissions monitoring,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,43508,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
142,Public/Gov sector,kyc-aml-automation,KYC/AML automation,computer-vision,Computer Vision,1,,24935,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
53,Public/Gov sector,network-optimization,Network optimization,iot-platforms,IoT Platforms,1,,2951,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
415,Public/Gov sector,route-optimization,Route optimization,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,40682,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
416,Public/Gov sector,route-optimization,Route optimization,iot-platforms,IoT Platforms,1,,40686,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
413,Public/Gov sector,sentiment-analysis,Sentiment analysis,computer-vision,Computer Vision,1,,40531,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
384,Retail,automated-inspection-defect-detection,Automated inspection / defect detection,iot-platforms,IoT Platforms,1,,40278,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
181,Retail,business-forecasting,Business forecasting,generative-ai-llms,Generative AI / LLMs,1,,31511,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
182,Retail,compliance-monitoring,Compliance monitoring,computer-vision,Computer Vision,1,,31520,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
379,Retail,customer-service-automation,Customer service automation,generative-ai-llms,Generative AI / LLMs,1,,40164,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
378,Retail,energy-optimization,Energy optimization,cloud-data-platform,Cloud Data Platform,1,,40157,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
382,Retail,energy-optimization,Energy optimization,blockchain-distributed-ledger,Blockchain / Distributed Ledger,1,,40197,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
377,Retail,inventory-optimization,Inventory optimization,generative-ai-llms,Generative AI / LLMs,1,,40116,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
386,Retail,personalized-recommendations,Personalized recommendations,ar-vr-platforms,AR/VR Platforms,1,,40302,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
383,Retail,production-scheduling,Production scheduling,iot-platforms,IoT Platforms,1,,40204,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
387,Retail,route-optimization,Route optimization,cloud-data-platform,Cloud Data Platform,1,,40304,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
11,Retail,warehouse-automation,Warehouse automation,warehouse-automation-systems,Warehouse Automation Systems,1,,29,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
455,Transportation & Construction,anomaly-detection,Anomaly detection,iot-platforms,IoT Platforms,1,,41272,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
202,Transportation & Construction,asset-tracking,Asset tracking,machine-learning,Machine Learning,1,,34446,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
204,Transportation & Construction,asset-tracking,Asset tracking,iot-platforms,IoT Platforms,1,,34735,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
454,Transportation & Construction,network-optimization,Network optimization,digital-twin,Digital Twin,1,,41250,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
199,Transportation & Construction,predictive-maintenance,Predictive maintenance,machine-learning,Machine Learning,1,,34432,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
148,Transportation & Construction,route-optimization,Route optimization,cloud-data-platform,Cloud Data Platform,1,,25595,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
198,Transportation & Construction,route-optimization,Route optimization,generative-ai-llms,Generative AI / LLMs,1,,34422,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
201,Transportation & Construction,route-optimization,Route optimization,reinforcement-learning,Reinforcement Learning,1,,34441,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
203,Transportation & Construction,route-optimization,Route optimization,autonomous-vehicles-drones,Autonomous Vehicles / Drones,1,,34461,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
205,Transportation & Construction,workforce-scheduling,Workforce scheduling,machine-learning,Machine Learning,1,,34826,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
154,Wholesale,anomaly-detection,Anomaly detection,cybersecurity-platform,Cybersecurity Platform,1,,26075,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
478,Wholesale,asset-tracking,Asset tracking,cloud-data-platform,Cloud Data Platform,1,,42036,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
473,Wholesale,automated-inspection-defect-detection,Automated inspection / defect detection,iot-platforms,IoT Platforms,1,,42015,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
471,Wholesale,business-forecasting,Business forecasting,machine-learning,Machine Learning,1,,41992,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
477,Wholesale,environmental-emissions-monitoring,Environmental/emissions monitoring,iot-platforms,IoT Platforms,1,,42034,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
155,Wholesale,inventory-optimization,Inventory optimization,machine-learning,Machine Learning,1,,26085,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
156,Wholesale,precision-agriculture,Precision agriculture,machine-learning,Machine Learning,1,,26326,2026-08-22T11:29:42.133715,2026-08-23T19:55:43.412400
479,Wholesale,production-scheduling,Production scheduling,cloud-data-platform,Cloud Data Platform,1,,42044,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
472,Wholesale,route-optimization,Route optimization,cloud-data-platform,Cloud Data Platform,1,,42007,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
474,Wholesale,route-optimization,Route optimization,digital-twin,Digital Twin,1,,42016,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
476,Wholesale,route-optimization,Route optimization,reinforcement-learning,Reinforcement Learning,1,,42019,2026-08-23T01:39:36.984902,2026-08-23T19:55:43.412400
66,Wholesale,warehouse-automation,Warehouse automation,warehouse-automation-systems,Warehouse Automation Systems,1,,4399,2026-08-22T09:10:01.207985,2026-08-23T19:55:43.412400
