source_dataset,purpose,year,country,nace_code,region,size_class,indic_sbs,observed_value,status_flag,raw_value
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J58,eastern_europe,50-249,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J58,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J59,eastern_europe,50-249,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J59,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J60,eastern_europe,50-249,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,J60,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,K,eastern_europe,50-249,ENT_NR,24.0,p,24 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,K,eastern_europe,GE250,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,Q86,eastern_europe,50-249,ENT_NR,30.0,p,30 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,Q86,eastern_europe,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,B,southern_europe,50-249,ENT_NR,46.0,p,46 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,B,southern_europe,GE250,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C,southern_europe,50-249,ENT_NR,4952.0,p,4952 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C,southern_europe,GE250,ENT_NR,1088.0,p,1088 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C21,southern_europe,50-249,ENT_NR,61.0,p,61 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C21,southern_europe,GE250,ENT_NR,70.0,p,70 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C254,southern_europe,50-249,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C254,southern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C29,southern_europe,50-249,ENT_NR,160.0,p,160 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C29,southern_europe,GE250,ENT_NR,89.0,p,89 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C303,southern_europe,50-249,ENT_NR,21.0,p,21 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C303,southern_europe,GE250,ENT_NR,11.0,p,11 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,D35,southern_europe,50-249,ENT_NR,77.0,p,77 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,D35,southern_europe,GE250,ENT_NR,24.0,p,24 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,F,southern_europe,50-249,ENT_NR,1847.0,p,1847 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,F,southern_europe,GE250,ENT_NR,167.0,p,167 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,G46,southern_europe,50-249,ENT_NR,2445.0,p,2445 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,G46,southern_europe,GE250,ENT_NR,437.0,p,437 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,G47,southern_europe,50-249,ENT_NR,833.0,p,833 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,G47,southern_europe,GE250,ENT_NR,259.0,p,259 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,H,southern_europe,50-249,ENT_NR,1296.0,p,1296 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,H,southern_europe,GE250,ENT_NR,309.0,p,309 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J58,southern_europe,50-249,ENT_NR,114.0,p,114 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J58,southern_europe,GE250,ENT_NR,30.0,p,30 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J59,southern_europe,50-249,ENT_NR,101.0,p,101 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J59,southern_europe,GE250,ENT_NR,21.0,p,21 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J60,southern_europe,50-249,ENT_NR,19.0,p,19 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,J60,southern_europe,GE250,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,K,southern_europe,50-249,ENT_NR,379.0,p,379 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,K,southern_europe,GE250,ENT_NR,185.0,p,185 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,Q86,southern_europe,50-249,ENT_NR,305.0,p,305 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,Q86,southern_europe,GE250,ENT_NR,148.0,p,148 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,B,nordics,50-249,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,B,nordics,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C,nordics,50-249,ENT_NR,791.0,p,791 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C,nordics,GE250,ENT_NR,196.0,p,196 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C21,nordics,50-249,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C21,nordics,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C254,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C254,nordics,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C29,nordics,50-249,ENT_NR,23.0,p,23 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C29,nordics,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C303,nordics,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C303,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,D35,nordics,50-249,ENT_NR,47.0,p,47 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,D35,nordics,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,F,nordics,50-249,ENT_NR,246.0,p,246 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,F,nordics,GE250,ENT_NR,38.0,p,38 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,G46,nordics,50-249,ENT_NR,202.0,p,202 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,G46,nordics,GE250,ENT_NR,22.0,p,22 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,G47,nordics,50-249,ENT_NR,148.0,p,148 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,G47,nordics,GE250,ENT_NR,62.0,p,62 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,H,nordics,50-249,ENT_NR,233.0,p,233 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,H,nordics,GE250,ENT_NR,43.0,p,43 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J58,nordics,50-249,ENT_NR,56.0,p,56 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J58,nordics,GE250,ENT_NR,19.0,p,19 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J59,nordics,50-249,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J59,nordics,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J60,nordics,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,J60,nordics,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,K,nordics,50-249,ENT_NR,104.0,p,104 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,K,nordics,GE250,ENT_NR,28.0,p,28 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,Q86,nordics,50-249,ENT_NR,73.0,p,73 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,Q86,nordics,GE250,ENT_NR,25.0,p,25 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,B,france,50-249,ENT_NR,39.0,p,39 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,B,france,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C,france,50-249,ENT_NR,4568.0,p,4568 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C,france,GE250,ENT_NR,1520.0,p,1520 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C21,france,50-249,ENT_NR,40.0,p,40 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C21,france,GE250,ENT_NR,59.0,p,59 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C254,france,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C254,france,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C29,france,50-249,ENT_NR,129.0,p,129 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C29,france,GE250,ENT_NR,80.0,p,80 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C303,france,50-249,ENT_NR,35.0,p,35 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C303,france,GE250,ENT_NR,21.0,p,21 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,D35,france,50-249,ENT_NR,54.0,p,54 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,D35,france,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,F,france,50-249,ENT_NR,2090.0,p,2090 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,F,france,GE250,ENT_NR,293.0,p,293 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,G46,france,50-249,ENT_NR,2145.0,p,2145 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,G46,france,GE250,ENT_NR,466.0,p,466 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,G47,france,50-249,ENT_NR,2799.0,p,2799 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,G47,france,GE250,ENT_NR,575.0,p,575 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,H,france,50-249,ENT_NR,1607.0,p,1607 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,H,france,GE250,ENT_NR,403.0,p,403 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J58,france,50-249,ENT_NR,385.0,p,385 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J58,france,GE250,ENT_NR,106.0,p,106 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J59,france,50-249,ENT_NR,142.0,p,142 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J59,france,GE250,ENT_NR,25.0,p,25 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J60,france,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,J60,france,GE250,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,K,france,50-249,ENT_NR,396.0,p,396 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,K,france,GE250,ENT_NR,346.0,p,346 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,Q86,france,50-249,ENT_NR,624.0,p,624 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,Q86,france,GE250,ENT_NR,144.0,p,144 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,B,eastern_europe,50-249,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,B,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C,eastern_europe,50-249,ENT_NR,656.0,p,656 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C,eastern_europe,GE250,ENT_NR,149.0,p,149 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C21,eastern_europe,50-249,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C21,eastern_europe,GE250,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C254,eastern_europe,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C254,eastern_europe,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C29,eastern_europe,50-249,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C29,eastern_europe,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C303,eastern_europe,50-249,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C303,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,D35,eastern_europe,50-249,ENT_NR,14.0,p,14 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,D35,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,F,eastern_europe,50-249,ENT_NR,358.0,p,358 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,F,eastern_europe,GE250,ENT_NR,22.0,p,22 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,G46,eastern_europe,50-249,ENT_NR,189.0,p,189 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,G46,eastern_europe,GE250,ENT_NR,18.0,p,18 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,G47,eastern_europe,50-249,ENT_NR,154.0,p,154 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,G47,eastern_europe,GE250,ENT_NR,68.0,p,68 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,H,eastern_europe,50-249,ENT_NR,157.0,p,157 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,H,eastern_europe,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J58,eastern_europe,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J58,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J59,eastern_europe,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J59,eastern_europe,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J60,eastern_europe,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,J60,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,K,eastern_europe,50-249,ENT_NR,32.0,p,32 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,K,eastern_europe,GE250,ENT_NR,23.0,p,23 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,Q86,eastern_europe,50-249,ENT_NR,36.0,p,36 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,Q86,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,B,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,B,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C,eastern_europe,50-249,ENT_NR,1577.0,p,1577 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C,eastern_europe,GE250,ENT_NR,442.0,p,442 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C21,eastern_europe,50-249,ENT_NR,26.0,p,26 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C21,eastern_europe,GE250,ENT_NR,12.0,p,12 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C254,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C254,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C29,eastern_europe,50-249,ENT_NR,69.0,p,69 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C29,eastern_europe,GE250,ENT_NR,75.0,p,75 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C303,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C303,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,D35,eastern_europe,50-249,ENT_NR,21.0,p,21 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,D35,eastern_europe,GE250,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,F,eastern_europe,50-249,ENT_NR,338.0,p,338 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,F,eastern_europe,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,G46,eastern_europe,50-249,ENT_NR,439.0,p,439 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,G46,eastern_europe,GE250,ENT_NR,55.0,p,55 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,G47,eastern_europe,50-249,ENT_NR,237.0,p,237 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,G47,eastern_europe,GE250,ENT_NR,62.0,p,62 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,H,eastern_europe,50-249,ENT_NR,359.0,p,359 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,H,eastern_europe,GE250,ENT_NR,56.0,p,56 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J58,eastern_europe,50-249,ENT_NR,26.0,p,26 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J58,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J59,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J59,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J60,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,J60,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,K,eastern_europe,50-249,ENT_NR,74.0,p,74 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,K,eastern_europe,GE250,ENT_NR,36.0,p,36 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,Q86,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,Q86,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,B,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,B,uk_ireland,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C,uk_ireland,50-249,ENT_NR,618.0,p,618 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C,uk_ireland,GE250,ENT_NR,190.0,p,190 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C21,uk_ireland,50-249,ENT_NR,27.0,p,27 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C21,uk_ireland,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C254,uk_ireland,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C254,uk_ireland,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C29,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C29,uk_ireland,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C303,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C303,uk_ireland,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,D35,uk_ireland,50-249,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,D35,uk_ireland,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,F,uk_ireland,50-249,ENT_NR,286.0,p,286 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,F,uk_ireland,GE250,ENT_NR,32.0,p,32 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,G46,uk_ireland,50-249,ENT_NR,350.0,p,350 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,G46,uk_ireland,GE250,ENT_NR,48.0,p,48 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,G47,uk_ireland,50-249,ENT_NR,438.0,p,438 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,G47,uk_ireland,GE250,ENT_NR,75.0,p,75 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,H,uk_ireland,50-249,ENT_NR,193.0,p,193 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,H,uk_ireland,GE250,ENT_NR,37.0,p,37 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J58,uk_ireland,50-249,ENT_NR,43.0,p,43 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J58,uk_ireland,GE250,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J59,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J59,uk_ireland,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J60,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,J60,uk_ireland,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,K,uk_ireland,50-249,ENT_NR,195.0,p,195 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,K,uk_ireland,GE250,ENT_NR,70.0,p,70 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,Q86,uk_ireland,50-249,ENT_NR,80.0,p,80 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,Q86,uk_ireland,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,B,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,B,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C,nordics,50-249,ENT_NR,76.0,p,76 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C,nordics,GE250,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C21,nordics,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C21,nordics,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C254,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C254,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C29,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C29,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C303,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C303,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,D35,nordics,50-249,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,D35,nordics,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,F,nordics,50-249,ENT_NR,35.0,p,35 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,F,nordics,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,G46,nordics,50-249,ENT_NR,27.0,p,27 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,G46,nordics,GE250,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,G47,nordics,50-249,ENT_NR,30.0,p,30 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,G47,nordics,GE250,ENT_NR,11.0,p,11 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,H,nordics,50-249,ENT_NR,24.0,p,24 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,H,nordics,GE250,ENT_NR,9.0,p,9 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J58,nordics,50-249,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J58,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J59,nordics,50-249,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J59,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J60,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,J60,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,K,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,K,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,Q86,nordics,50-249,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,Q86,nordics,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,B,southern_europe,50-249,ENT_NR,46.0,p,46 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,B,southern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C,southern_europe,50-249,ENT_NR,9543.0,p,9543 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C,southern_europe,GE250,ENT_NR,1629.0,p,1629 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C21,southern_europe,50-249,ENT_NR,99.0,p,99 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C21,southern_europe,GE250,ENT_NR,66.0,p,66 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C254,southern_europe,50-249,ENT_NR,11.0,p,11 p
