technology_proxy,technology_label,source_dataset,indicator,year,country,region,source_nace_code,size_class,unit,adoption_rate_percent,adoption_rate,basis,proxy_reason,status_flag,raw_value
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,AT,dach,C10-S951_X_K,50-249,PC_ENT,44.56,0.4456,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,44.56
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,BE,benelux,C10-S951_X_K,GE250,PC_ENT,99.71,0.9971,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.71
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,BG,eastern_europe,C10-S951_X_K,50-249,PC_ENT,92.88,0.9288,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,92.88
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,BG,eastern_europe,C10-S951_X_K,GE250,PC_ENT,97.95,0.9795,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,97.95
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,CZ,eastern_europe,C10-S951_X_K,50-249,PC_ENT,96.55,0.9655,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,96.55
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,CZ,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.52,0.9952,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.52
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,DE,germany,C10-S951_X_K,50-249,PC_ENT,98.59,0.9859,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.59
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,DE,germany,C10-S951_X_K,GE250,PC_ENT,99.64,0.9964,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.64
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,DK,nordics,C10-S951_X_K,50-249,PC_ENT,99.25,0.9925,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.25
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,DK,nordics,C10-S951_X_K,GE250,PC_ENT,100.0,1.0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,100.00
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,EE,eastern_europe,C10-S951_X_K,50-249,PC_ENT,98.09,0.9809,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.09
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,EE,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.37,0.9937,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.37
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,ES,southern_europe,C10-S951_X_K,50-249,PC_ENT,95.17,0.9517,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,95.17
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,ES,southern_europe,C10-S951_X_K,GE250,PC_ENT,98.91,0.9891,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.91
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,FI,nordics,C10-S951_X_K,50-249,PC_ENT,99.79,0.9979,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.79
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,FI,nordics,C10-S951_X_K,GE250,PC_ENT,99.76,0.9976,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.76
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,FR,france,C10-S951_X_K,50-249,PC_ENT,98.12,0.9812000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.12
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,FR,france,C10-S951_X_K,GE250,PC_ENT,99.28,0.9928,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.28
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,HR,eastern_europe,C10-S951_X_K,50-249,PC_ENT,95.06,0.9506,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,95.06
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,HR,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.4,0.9940000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.40
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,HU,eastern_europe,C10-S951_X_K,50-249,PC_ENT,92.89,0.9289000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,92.89
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,HU,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.57,0.9956999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.57
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,IE,uk_ireland,C10-S951_X_K,50-249,PC_ENT,94.77,0.9477,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,94.77
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,IE,uk_ireland,C10-S951_X_K,GE250,PC_ENT,99.36,0.9936,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.36
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,IT,southern_europe,C10-S951_X_K,50-249,PC_ENT,97.85,0.9784999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,97.85
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,IT,southern_europe,C10-S951_X_K,GE250,PC_ENT,99.3,0.993,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.30
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LT,eastern_europe,C10-S951_X_K,50-249,PC_ENT,97.31,0.9731000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,97.31
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LT,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.09,0.9909,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.09
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LU,benelux,C10-S951_X_K,50-249,PC_ENT,94.86,0.9486,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,94.86
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LU,benelux,C10-S951_X_K,GE250,PC_ENT,100.0,1.0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,100.00
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LV,eastern_europe,C10-S951_X_K,50-249,PC_ENT,96.64,0.9664,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,96.64
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,LV,eastern_europe,C10-S951_X_K,GE250,PC_ENT,100.0,1.0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,100.00
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,NL,benelux,C10-S951_X_K,50-249,PC_ENT,98.73,0.9873000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.73
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,NL,benelux,C10-S951_X_K,GE250,PC_ENT,98.74,0.9873999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.74
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,NO,nordics,C10-S951_X_K,50-249,PC_ENT,98.15,0.9815,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.15
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,NO,nordics,C10-S951_X_K,GE250,PC_ENT,99.54,0.9954000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.54
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,PL,eastern_europe,C10-S951_X_K,50-249,PC_ENT,97.93,0.9793000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,97.93
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,PL,eastern_europe,C10-S951_X_K,GE250,PC_ENT,99.56,0.9956,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.56
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,PT,southern_europe,C10-S951_X_K,50-249,PC_ENT,98.11,0.9811,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.11
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,PT,southern_europe,C10-S951_X_K,GE250,PC_ENT,99.02,0.9902,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.02
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,RO,eastern_europe,C10-S951_X_K,50-249,PC_ENT,94.13,0.9412999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,94.13
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,RO,eastern_europe,C10-S951_X_K,GE250,PC_ENT,97.16,0.9716,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,97.16
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SE,nordics,C10-S951_X_K,50-249,PC_ENT,97.97,0.9797,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,b,97.97 b
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SE,nordics,C10-S951_X_K,GE250,PC_ENT,99.64,0.9964,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,b,99.64 b
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SI,eastern_europe,C10-S951_X_K,50-249,PC_ENT,96.91,0.9691,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,96.91
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SI,eastern_europe,C10-S951_X_K,GE250,PC_ENT,100.0,1.0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,100.00
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SK,eastern_europe,C10-S951_X_K,50-249,PC_ENT,93.8,0.938,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,93.80
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,SK,eastern_europe,C10-S951_X_K,GE250,PC_ENT,95.94,0.9594,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,95.94
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,AT,dach,C10-S951_X_K,50-249,PC_ENT,63.2,0.632,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,63.20
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,AT,dach,C10-S951_X_K,GE250,PC_ENT,73.88,0.7387999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,73.88
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,BE,benelux,C10-S951_X_K,50-249,PC_ENT,38.6,0.386,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,38.60
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,BE,benelux,C10-S951_X_K,GE250,PC_ENT,51.21,0.5121,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,51.21
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,BG,eastern_europe,C10-S951_X_K,50-249,PC_ENT,19.83,0.19829999999999998,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,19.83
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,BG,eastern_europe,C10-S951_X_K,GE250,PC_ENT,26.34,0.2634,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,26.34
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,CZ,eastern_europe,C10-S951_X_K,50-249,PC_ENT,40.85,0.40850000000000003,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,40.85
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,CZ,eastern_europe,C10-S951_X_K,GE250,PC_ENT,54.97,0.5497,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,54.97
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,DE,germany,C10-S951_X_K,50-249,PC_ENT,42.71,0.42710000000000004,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,42.71
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,DE,germany,C10-S951_X_K,GE250,PC_ENT,48.68,0.4868,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,48.68
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,DK,nordics,C10-S951_X_K,50-249,PC_ENT,30.96,0.3096,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,30.96
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,DK,nordics,C10-S951_X_K,GE250,PC_ENT,49.11,0.4911,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,49.11
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,EE,eastern_europe,C10-S951_X_K,50-249,PC_ENT,21.06,0.21059999999999998,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,21.06
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,EE,eastern_europe,C10-S951_X_K,GE250,PC_ENT,36.3,0.363,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,36.30
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,ES,southern_europe,C10-S951_X_K,50-249,PC_ENT,35.89,0.3589,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,35.89
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,ES,southern_europe,C10-S951_X_K,GE250,PC_ENT,43.74,0.4374,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,43.74
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,FI,nordics,C10-S951_X_K,50-249,PC_ENT,42.33,0.4233,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,42.33
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,FI,nordics,C10-S951_X_K,GE250,PC_ENT,63.1,0.631,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,63.10
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,FR,france,C10-S951_X_K,50-249,PC_ENT,31.57,0.3157,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,31.57
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,FR,france,C10-S951_X_K,GE250,PC_ENT,42.12,0.42119999999999996,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,42.12
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,HR,eastern_europe,C10-S951_X_K,50-249,PC_ENT,32.59,0.3259,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,32.59
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,HR,eastern_europe,C10-S951_X_K,GE250,PC_ENT,42.46,0.42460000000000003,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,42.46
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,HU,eastern_europe,C10-S951_X_K,50-249,PC_ENT,31.53,0.3153,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,31.53
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,HU,eastern_europe,C10-S951_X_K,GE250,PC_ENT,41.26,0.41259999999999997,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,41.26
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,IE,uk_ireland,C10-S951_X_K,50-249,PC_ENT,46.47,0.4647,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,46.47
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,IE,uk_ireland,C10-S951_X_K,GE250,PC_ENT,56.07,0.5607,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,56.07
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,IT,southern_europe,C10-S951_X_K,50-249,PC_ENT,42.33,0.4233,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,42.33
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,IT,southern_europe,C10-S951_X_K,GE250,PC_ENT,59.03,0.5903,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,59.03
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LT,eastern_europe,C10-S951_X_K,50-249,PC_ENT,41.09,0.41090000000000004,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,41.09
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LT,eastern_europe,C10-S951_X_K,GE250,PC_ENT,60.95,0.6095,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,60.95
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LU,benelux,C10-S951_X_K,50-249,PC_ENT,29.55,0.2955,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,29.55
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LU,benelux,C10-S951_X_K,GE250,PC_ENT,47.14,0.4714,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,47.14
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LV,eastern_europe,C10-S951_X_K,50-249,PC_ENT,41.04,0.4104,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,41.04
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,LV,eastern_europe,C10-S951_X_K,GE250,PC_ENT,67.82,0.6781999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,67.82
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,NL,benelux,C10-S951_X_K,50-249,PC_ENT,27.48,0.2748,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,27.48
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,NL,benelux,C10-S951_X_K,GE250,PC_ENT,40.6,0.406,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,40.60
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,NO,nordics,C10-S951_X_K,50-249,PC_ENT,30.05,0.3005,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,30.05
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,NO,nordics,C10-S951_X_K,GE250,PC_ENT,49.94,0.49939999999999996,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,49.94
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,PL,eastern_europe,C10-S951_X_K,50-249,PC_ENT,31.82,0.3182,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,31.82
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,PL,eastern_europe,C10-S951_X_K,GE250,PC_ENT,51.17,0.5117,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,51.17
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,PT,southern_europe,C10-S951_X_K,50-249,PC_ENT,,,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,: u
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,PT,southern_europe,C10-S951_X_K,GE250,PC_ENT,46.12,0.4612,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,46.12
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,RO,eastern_europe,C10-S951_X_K,50-249,PC_ENT,13.54,0.1354,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,13.54
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,RO,eastern_europe,C10-S951_X_K,GE250,PC_ENT,23.59,0.2359,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,23.59
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SE,nordics,C10-S951_X_K,50-249,PC_ENT,49.89,0.4989,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,49.89
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SE,nordics,C10-S951_X_K,GE250,PC_ENT,60.87,0.6087,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,60.87
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SI,eastern_europe,C10-S951_X_K,50-249,PC_ENT,60.79,0.6079,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,60.79
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SI,eastern_europe,C10-S951_X_K,GE250,PC_ENT,77.88,0.7787999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,77.88
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SK,eastern_europe,C10-S951_X_K,50-249,PC_ENT,39.38,0.39380000000000004,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,39.38
iot,Enterprise use of Internet of Things devices or systems,isoc_eb_iot,E_IOT1,2021,SK,eastern_europe,C10-S951_X_K,GE250,PC_ENT,46.96,0.4696,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not vertical-specific and uses an older 2021 vintage.,,46.96
