opportunity_key,vertical,use_case_id,technology_id,market_size_status,europe_low_eur,europe_central_eur,europe_high_eur,countries_covered,countries_expected,coverage_ratio,coverage_status
Transportation & Construction|energy-optimization|iot-platforms,Transportation & Construction,energy-optimization,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|environmental-emissions-monitoring|digital-twin,Transportation & Construction,environmental-emissions-monitoring,digital-twin,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|network-optimization|digital-twin,Transportation & Construction,network-optimization,digital-twin,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|predictive-maintenance|machine-learning,Transportation & Construction,predictive-maintenance,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|route-optimization|cloud-data-platform,Transportation & Construction,route-optimization,cloud-data-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|route-optimization|machine-learning,Transportation & Construction,route-optimization,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data
Transportation & Construction|warehouse-automation|warehouse-automation-systems,Transportation & Construction,warehouse-automation,warehouse-automation-systems,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|anomaly-detection|cybersecurity-platform,Wholesale,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|asset-tracking|cloud-data-platform,Wholesale,asset-tracking,cloud-data-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|asset-tracking|iot-platforms,Wholesale,asset-tracking,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|asset-tracking|rfid-asset-tagging,Wholesale,asset-tracking,rfid-asset-tagging,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|compliance-monitoring|cybersecurity-platform,Wholesale,compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|energy-optimization|iot-platforms,Wholesale,energy-optimization,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|environmental-emissions-monitoring|iot-platforms,Wholesale,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|inventory-optimization|machine-learning,Wholesale,inventory-optimization,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|production-scheduling|cloud-data-platform,Wholesale,production-scheduling,cloud-data-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|route-optimization|digital-twin,Wholesale,route-optimization,digital-twin,pending_or_unavailable,,,,0,29,0.0,no_country_data
Wholesale|warehouse-automation|warehouse-automation-systems,Wholesale,warehouse-automation,warehouse-automation-systems,pending_or_unavailable,,,,0,29,0.0,no_country_data
