article_id,vertical,use_case_id,technology_id,source_name,source_type,title,url,published_date,total_contract_value_raw,notice_type,buyer_country,cpv_codes,deadline,is_award_notice,value_observation_status,currency_status,annualisation_status,comparability_note
5294,Natural Resources,asset-tracking,rfid-asset-tagging,TED,ted,Austria – Cadastral surveying services – Rahmenvertrag über die Erbringung von Werkleistungen für Wegerechte,https://ted.europa.eu/bg/notice/-/detail/560072-2026,2026-08-12T00:00:00+00:00,950000.0,can-standard,['AUT'],71354300; 71354300,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
5347,Natural Resources,predictive-maintenance,industrial-robotics,TED,ted,"Poland – Machinery for mining, quarrying, construction equipment – Dzierżawa kombajnu chodnikowego o mocy organu urabiającego 130 kW wraz z zabezpieczeniem serwisowej obsługi gwarancyjnej w całym okresie dzierżawy dla Polskiej Grupy Górniczej S.A. Oddział KWK Sośnica",https://ted.europa.eu/bg/notice/-/detail/550215-2026,2026-08-07T00:00:00+00:00,,cn-standard,['POL'],43000000; 43000000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
5385,Natural Resources,predictive-maintenance,industrial-robotics,TED,ted,Poland – Mining equipment – Dzierżawa kombajnu ścianowego wraz z serwisowym zabezpieczeniem gwarancyjnym w całym okresie dzierżawy dla Polskiej Grupy Górniczej S.A. Oddział KWK Mysłowice-Wesoła,https://ted.europa.eu/bg/notice/-/detail/540701-2026,2026-08-05T00:00:00+00:00,,cn-standard,['POL'],43100000; 43100000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
15983,Natural Resources,predictive-maintenance,iot-platforms,TED,ted,Romania – Monitoring and control services – Servicii de monitorizare și transmitere în timp real a parametrilor dinamici de la capul de erupție al sondelor de gaze – 3 loturi Lot 1 – Sucursala Mediaș Lot 2 – Sucursala Târgu Mureș Lot 3 - Sucursala Buzău,https://ted.europa.eu/bg/notice/-/detail/576914-2025,2025-09-04T00:00:00+00:00,291120993.7,can-standard,['ROU'],71700000; 71700000; 71700000; 71700000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
19488,Natural Resources,predictive-maintenance,industrial-robotics,TED,ted,Bulgaria – Parts of sinking machinery – Доставка на зъб съставен за роторен багер SRs 2000,https://ted.europa.eu/bg/notice/-/detail/543101-2025,2025-08-20T00:00:00+00:00,27292000.0,can-standard,['BGR'],43630000; 43630000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
19528,Natural Resources,environmental-emissions-monitoring,iot-platforms,TED,ted,Romania – Detection apparatus – Echipamente pentru detectarea si cuantificarea emisiilor de metan - 5 loturi,https://ted.europa.eu/bg/notice/-/detail/535022-2025,2025-08-18T00:00:00+00:00,16217320.0,cn-standard,['ROU'],38431000; 38431000; 38431000; 38431000; 38431000; 38431000; 51210000; 51210000; 51210000; 51210000; 51210000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2951,Public/Gov sector,network-optimization,iot-platforms,TED,ted,"Romania – Construction work for water projects – Proiectare și execuție lucrări aferente Subinvest.I.4.2.1Reabilitarea acumulărilor permanente existente din cadrul proiectului""Investiția I.4.Adaptarea la schimbările climatice prin automatizarea și digitalizarea echipamentelor de evacuare și stocare a apei la acumulări existente pt asig. debitului ecologic și creșterea siguranței alimentării cu apă a populației si reducerea riscului la inundații""",https://ted.europa.eu/bg/notice/-/detail/579594-2026,2026-08-21T00:00:00+00:00,437948955.52,can-standard,"['ROU', 'ROU', 'ROU', 'ROU', 'ROU', 'ROU', 'ROU', 'ROU', 'ROU']",45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45240000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000; 45241000; 45241100; 45247200; 45247210; 45247212; 45247240; 45248000; 71242000; 71321000; 71322000; 71322400; 71336000; 79930000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3071,Public/Gov sector,energy-optimization,iot-platforms,TED,ted,"Romania – Electricity meters – ""Produse necesare integrarii in Sistemele de Masurare Inteligenta a punctelor de masurare la prosumatori""",https://ted.europa.eu/bg/notice/-/detail/580583-2026,2026-08-21T00:00:00+00:00,20725000.0,can-standard,['ROU'],38554000; 38554000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
10628,Public/Gov sector,compliance-monitoring,cybersecurity-platform,TED,ted,Croatia – Software package and information systems – Najam licenci i uspostava sustava za prevenciju malicioznog djelovanja,https://ted.europa.eu/bg/notice/-/detail/578355-2026,2026-08-21T00:00:00+00:00,244000.0,cn-standard,['HRV'],48000000; 48000000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
45356,Public/Gov sector,compliance-monitoring,cybersecurity-platform,TED,ted,Poland – Surveillance and security systems and devices – Dostawa urządzeń kryptograficznych HSM,https://ted.europa.eu/bg/notice/-/detail/549740-2025,2025-08-22T00:00:00+00:00,351363.43,can-standard,['POL'],35120000; 35120000; 35120000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
17227,Public/Gov sector,network-optimization,connectivity-5g,TED,ted,"France – Telecommunications services – PRESTATIONS DE SERVICES DE TELECOMMUNICATIONS TRES HAUT DEBIT, INTERNET ET DE TELEPHONIE FIXE POUR LA COLLECTIVITE TERRITORIALE DE MARTINIQUE",https://ted.europa.eu/bg/notice/-/detail/545024-2025,2025-08-21T00:00:00+00:00,,cn-standard,['FRA'],64200000; 64200000; 64200000; 64200000; 64200000; 64200000; 64200000; 64200000; 64200000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2511,Retail,asset-tracking,iot-platforms,TED,ted,France – Meal-serving services – Frigos connectés,https://ted.europa.eu/bg/notice/-/detail/574173-2026,2026-08-19T00:00:00+00:00,1135500.0,can-standard,['FRA'],55320000; 55320000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2637,Retail,asset-tracking,iot-platforms,TED,ted,"France – Automatic goods-vending machines – Location, mise à disposition, maintenance et réassort quotidien de réfrigérateurs connectés pour la restauration collective des agents du Département du Val-de-Marne",https://ted.europa.eu/bg/notice/-/detail/561646-2026,2026-08-13T00:00:00+00:00,1040000.0,cn-standard,['FRA'],42933300; 55320000; 55321000; 55322000; 39711130; 42933300; 55320000; 55321000; 55322000; 39711130,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3826,Transportation & Construction,energy-optimization,iot-platforms,TED,ted,"Germany – Heating, ventilation and air-conditioning installation work – Oktaviostraße 143 - Gebäudeautomation",https://ted.europa.eu/bg/notice/-/detail/581132-2026,2026-08-21T00:00:00+00:00,13000000.0,can-standard,['DEU'],45331000; 45331000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4399,Wholesale,warehouse-automation,warehouse-automation-systems,TED,ted,"Belgium – Storage and warehousing services – Aankoop, installatie, implementatie en onderhoud van geautomatiseerde opslagsystemen",https://ted.europa.eu/bg/notice/-/detail/578187-2026,2026-08-20T00:00:00+00:00,,cn-standard,['BEL'],63120000; 63120000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4513,Wholesale,predictive-maintenance,iot-platforms,TED,ted,Germany – Maintenance and repair of data network equipment – Rahmenvertrag Hardware Lifecycle managed Client,https://ted.europa.eu/bg/notice/-/detail/532836-2026,2026-07-31T00:00:00+00:00,998931.0,can-standard,['DEU'],50312300; 50324200; 51612000; 63121000; 63122000; 72514300; 50312300; 50324200; 51612000; 63121000; 63122000; 72514300,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12014,Wholesale,asset-tracking,iot-platforms,TED,ted,"Poland – Cargo handling and storage services – Świadczenie dla JSW S.A. KWK „Knurów – Szczygłowice” Ruch Szczygłowice usług sprzętem ciężkim i samochodami ciężarowymi wraz z obsługą przy pracach związanych z formowaniem i utrzymaniem zwałów węgla, obsługą punktów załadunkowych oraz wybieraniem materiału z osadników ziemnych z wykorzystaniem elektronicznego systemu zarządzania pojazdami i maszynami",https://ted.europa.eu/bg/notice/-/detail/554120-2025,2025-08-26T00:00:00+00:00,,cn-standard,['POL'],63100000; 60181000; 45520000; 63100000; 60181000; 45520000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12016,Wholesale,asset-tracking,rfid-asset-tagging,TED,ted,Sweden – Miscellaneous fabricated products and related items – Ramavtal för rullcontainrar,https://ted.europa.eu/bg/notice/-/detail/551468-2025,2025-08-25T00:00:00+00:00,3000000.0,cn-standard,['SWE'],44400000; 34221000; 34900000; 39173000; 44440000; 44613600; 63100000; 44400000; 34221000; 34900000; 39173000; 44440000; 44613600; 63100000,['2025-09-14T22:00:00Z'],False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
